timestamp,label,modules_used,POSIX_OPENS,POSIX_READS,POSIX_WRITES,POSIX_SEEKS,POSIX_STATS,POSIX_MMAPS,POSIX_FSYNCS,POSIX_FDSYNCS,POSIX_BYTES_READ,POSIX_BYTES_WRITTEN,POSIX_CONSEC_READS,POSIX_CONSEC_WRITES,POSIX_SEQ_READS,POSIX_SEQ_WRITES,POSIX_RW_SWITCHES,POSIX_MEM_NOT_ALIGNED,POSIX_MEM_ALIGNMENT,POSIX_FILE_NOT_ALIGNED,POSIX_FILE_ALIGNMENT,POSIX_MAX_READ_TIME_SIZE,POSIX_MAX_WRITE_TIME_SIZE,POSIX_SIZE_READ_0_100,POSIX_SIZE_READ_100_1K,POSIX_SIZE_READ_1K_10K,POSIX_SIZE_READ_10K_100K,POSIX_SIZE_READ_100K_1M,POSIX_SIZE_READ_1M_4M,POSIX_SIZE_READ_4M_10M,POSIX_SIZE_READ_10M_100M,POSIX_SIZE_READ_100M_1G,POSIX_SIZE_READ_1G_PLUS,POSIX_SIZE_WRITE_0_100,POSIX_SIZE_WRITE_100_1K,POSIX_SIZE_WRITE_1K_10K,POSIX_SIZE_WRITE_10K_100K,POSIX_SIZE_WRITE_100K_1M,POSIX_SIZE_WRITE_1M_4M,POSIX_SIZE_WRITE_4M_10M,POSIX_SIZE_WRITE_10M_100M,POSIX_SIZE_WRITE_100M_1G,POSIX_SIZE_WRITE_1G_PLUS,POSIX_STRIDE1_STRIDE,POSIX_STRIDE2_STRIDE,POSIX_STRIDE3_STRIDE,POSIX_STRIDE4_STRIDE,POSIX_STRIDE1_COUNT,POSIX_STRIDE2_COUNT,POSIX_STRIDE3_COUNT,POSIX_STRIDE4_COUNT,POSIX_F_OPEN_START_TIMESTAMP,POSIX_F_OPEN_END_TIMESTAMP,POSIX_F_READ_START_TIMESTAMP,POSIX_F_READ_END_TIMESTAMP,POSIX_F_WRITE_START_TIMESTAMP,POSIX_F_WRITE_END_TIMESTAMP,POSIX_F_CLOSE_START_TIMESTAMP,POSIX_F_CLOSE_END_TIMESTAMP,POSIX_F_READ_TIME,POSIX_F_WRITE_TIME,POSIX_F_META_TIME,POSIX_F_MAX_READ_TIME,POSIX_F_MAX_WRITE_TIME,MPIIO_INDEP_OPENS,MPIIO_COLL_OPENS,MPIIO_INDEP_READS,MPIIO_INDEP_WRITES,MPIIO_COLL_READS,MPIIO_COLL_WRITES,MPIIO_SPLIT_READS,MPIIO_SPLIT_WRITES,MPIIO_NB_READS,MPIIO_NB_WRITES,MPIIO_SYNCS,MPIIO_BYTES_READ,MPIIO_BYTES_WRITTEN,MPIIO_RW_SWITCHES,MPIIO_MAX_READ_TIME_SIZE,MPIIO_MAX_WRITE_TIME_SIZE,MPIIO_SIZE_READ_AGG_0_100,MPIIO_SIZE_READ_AGG_100_1K,MPIIO_SIZE_READ_AGG_1K_10K,MPIIO_SIZE_READ_AGG_10K_100K,MPIIO_SIZE_READ_AGG_100K_1M,MPIIO_SIZE_READ_AGG_1M_4M,MPIIO_SIZE_READ_AGG_4M_10M,MPIIO_SIZE_READ_AGG_10M_100M,MPIIO_SIZE_READ_AGG_100M_1G,MPIIO_SIZE_READ_AGG_1G_PLUS,MPIIO_SIZE_WRITE_AGG_0_100,MPIIO_SIZE_WRITE_AGG_100_1K,MPIIO_SIZE_WRITE_AGG_1K_10K,MPIIO_SIZE_WRITE_AGG_10K_100K,MPIIO_SIZE_WRITE_AGG_100K_1M,MPIIO_SIZE_WRITE_AGG_1M_4M,MPIIO_SIZE_WRITE_AGG_4M_10M,MPIIO_SIZE_WRITE_AGG_10M_100M,MPIIO_SIZE_WRITE_AGG_100M_1G,MPIIO_SIZE_WRITE_AGG_1G_PLUS,MPIIO_F_OPEN_START_TIMESTAMP,MPIIO_F_OPEN_END_TIMESTAMP,MPIIO_F_READ_START_TIMESTAMP,MPIIO_F_READ_END_TIMESTAMP,MPIIO_F_WRITE_START_TIMESTAMP,MPIIO_F_WRITE_END_TIMESTAMP,MPIIO_F_CLOSE_START_TIMESTAMP,MPIIO_F_CLOSE_END_TIMESTAMP,MPIIO_F_READ_TIME,MPIIO_F_WRITE_TIME,MPIIO_F_META_TIME,MPIIO_F_MAX_READ_TIME,MPIIO_F_MAX_WRITE_TIME,STDIO_OPENS,STDIO_READS,STDIO_WRITES,STDIO_FLUSHES,STDIO_BYTES_WRITTEN,STDIO_BYTES_READ,STDIO_F_META_TIME,STDIO_F_WRITE_TIME,STDIO_F_READ_TIME,STDIO_F_OPEN_START_TIMESTAMP,STDIO_F_OPEN_END_TIMESTAMP,STDIO_F_READ_START_TIMESTAMP,STDIO_F_READ_END_TIMESTAMP,STDIO_F_WRITE_START_TIMESTAMP,STDIO_F_WRITE_END_TIMESTAMP,STDIO_F_CLOSE_START_TIMESTAMP,STDIO_F_CLOSE_END_TIMESTAMP
2026-03-23T01:33:19.408036,large_contiguous_write_heavy_freq_102mb_run1,posix,1,0,25,25,0,-1,0,0,0,104857600,0,24,0,24,0,0,8,0,524288,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0.0037183761596679688,0.005518198013305664,0.0,0.0,0.0055310726165771484,0.45874524116516113,0.45875024795532227,0.4604060649871826,0.0,0.4530956745147705,0.0034761428833007812,0.0,0.02583169937133789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-23T01:35:22.280886,large_contiguous_write_heavy_freq_102mb_run2,posix,1,0,25,25,0,-1,0,0,0,104857600,0,24,0,24,0,0,8,0,524288,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0.0045735836029052734,0.0073587894439697266,0.0,0.0,0.007369518280029297,0.45395874977111816,0.4539620876312256,0.45495128631591797,0.0,0.4465041160583496,0.003790616989135742,0.0,0.025402307510375977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-23T01:37:24.993671,large_contiguous_write_heavy_freq_102mb_run3,posix,1,0,25,25,0,-1,0,0,0,104857600,0,24,0,24,0,0,8,0,524288,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0.00440216064453125,0.006374359130859375,0.0,0.0,0.006385087966918945,0.4465155601501465,0.44652223587036133,0.4473428726196289,0.0,0.4400200843811035,0.0028104782104492188,0.0,0.02480006217956543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-23T01:45:39.748731,large_contiguous_write_heavy_freq_1gb_run1,posix,1,0,256,256,0,-1,0,0,0,1073741824,0,255,0,255,0,0,8,0,524288,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0.003981351852416992,0.006441593170166016,0.0,0.0,0.0064542293548583984,4.463310480117798,4.463318586349487,4.4649457931518555,0.0,4.455691814422607,0.004289150238037109,0.0,0.11510467529296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-23T01:47:46.462606,large_contiguous_write_heavy_freq_1gb_run2,posix,1,0,256,256,0,-1,0,0,0,1073741824,0,255,0,255,0,0,8,0,524288,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0.004006385803222656,0.00574183464050293,0.0,0.0,0.005753278732299805,4.4145917892456055,4.414597511291504,4.4162163734436035,0.0,4.40766167640686,0.0035505294799804688,0.0,0.03506302833557129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-23T01:49:53.148843,large_contiguous_write_heavy_freq_1gb_run3,posix,1,0,256,256,0,-1,0,0,0,1073741824,0,255,0,255,0,0,8,0,524288,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0041005611419677734,0.006607770919799805,0.0,0.0,0.0066220760345458984,4.383647680282593,4.383653402328491,4.3853983879089355,0.0,4.37584662437439,0.0044345855712890625,0.0,0.02784109115600586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-23T01:58:57.591705,large_contiguous_write_heavy_freq_10gb_run1,posix,1,0,2560,2560,0,-1,0,0,0,10737418240,0,2559,0,2559,0,0,8,0,524288,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2560,0,0,0,0,0,0,0,0,0,0,0,0,0.0042536258697509766,0.00643467903137207,0.0,0.0,0.006449699401855469,43.883676290512085,43.88368082046509,43.88527488708496,0.0,43.86507034301758,0.005666971206665039,0.0,0.07213354110717773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-23T02:01:43.917585,large_contiguous_write_heavy_freq_10gb_run2,posix,1,0,2560,2560,0,-1,0,0,0,10737418240,0,2559,0,2559,0,0,8,0,524288,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2560,0,0,0,0,0,0,0,0,0,0,0,0,0.004174232482910156,0.006340503692626953,0.0,0.0,0.0063571929931640625,44.00547528266907,44.00548315048218,44.006317138671875,0.0,43.987489461898804,0.0049304962158203125,0.0,0.0905771255493164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-23T02:04:29.826728,large_contiguous_write_heavy_freq_10gb_run3,posix,1,0,2560,2560,0,-1,0,0,0,10737418240,0,2559,0,2559,0,0,8,0,524288,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2560,0,0,0,0,0,0,0,0,0,0,0,0,0.003942012786865234,0.00558924674987793,0.0,0.0,0.005601644515991211,43.672022581100464,43.672029972076416,43.67371582984924,0.0,43.65483069419861,0.005286693572998047,0.0,0.061840057373046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-23T02:14:34.684517,large_contiguous_read_heavy_freq_102mb_run1,posix,1,25,0,25,0,-1,0,0,104857600,0,24,0,24,0,0,0,8,0,524288,4194304,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019965171813964844,0.0038156509399414062,0.003829479217529297,0.3813357353210449,0.0,0.0,0.38134264945983887,0.38300514221191406,0.3773963451385498,0.0,0.0035004615783691406,0.02471613883972168,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
